__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,22186526,2017-12-31T16:49:56.000Z,2000
MilestonePetitionUpdate,22172308,2017-12-26T15:23:59.000Z,1500
MilestonePetitionUpdate,22161775,2017-12-21T22:04:42.000Z,1000
MilestonePetitionUpdate,22161115,2017-12-21T18:20:12.000Z,750
MilestonePetitionUpdate,22160786,2017-12-21T16:42:51.000Z,500
MilestonePetitionUpdate,22160614,2017-12-21T15:50:57.000Z,250
MilestonePetitionUpdate,22160598,2017-12-21T15:44:07.000Z,200
MilestonePetitionUpdate,22158167,2017-12-20T21:33:20.000Z,100
MilestonePetitionUpdate,22029829,2017-11-17T16:56:06.000Z,50
MilestonePetitionUpdate,19211129,2017-01-29T02:57:18.000Z,25
MilestonePetitionUpdate,19201763,2017-01-28T04:10:06.000Z,10
MilestonePetitionUpdate,19201430,2017-01-28T02:54:58.000Z,5
