__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30564984,2022-05-18T14:06:59.000Z,VICTORY IS OURS!,"<p>It has been confirmed that Amber Heard has been released from her contract with DC, and her role as Mera has been reduced to less than ten minutes in the sequel Aquaman And The Lost Kingdom. In fact, WB never wanted her back, and Jason Momoa is backing up Johnny Depp. It looks like the petition worked. Hopefully Amber stays out. </p>
<p>To quote Ray Fisher...</p>
<p>Accountability &gt; Entertainment</p>
<p> </p>
<p> </p>",,,,
MilestonePetitionUpdate,28069180,2020-11-15T03:28:26.000Z,,,,,,40000.0
MilestonePetitionUpdate,28060381,2020-11-13T02:06:07.000Z,,,,,,35000.0
MilestonePetitionUpdate,28056024,2020-11-12T12:27:57.000Z,,,,,,30000.0
MilestonePetitionUpdate,28042895,2020-11-10T10:35:42.000Z,,,,,,25000.0
MilestonePetitionUpdate,25779446,2020-02-20T20:15:36.000Z,,,,,,20000.0
MilestonePetitionUpdate,25750696,2020-02-14T14:43:44.000Z,,,,,,17500.0
MilestonePetitionUpdate,25728496,2020-02-10T04:13:39.000Z,,,,,,15000.0
MilestonePetitionUpdate,25713519,2020-02-06T19:58:06.000Z,,,,,,12500.0
MilestonePetitionUpdate,25707219,2020-02-05T18:51:41.000Z,,,,,,10000.0
MilestonePetitionUpdate,25704624,2020-02-05T09:37:45.000Z,,,,,,9000.0
MilestonePetitionUpdate,25702837,2020-02-05T00:23:50.000Z,,,,,,8000.0
MilestonePetitionUpdate,25702042,2020-02-04T21:30:45.000Z,,,,,,7500.0
MilestonePetitionUpdate,25701005,2020-02-04T17:59:28.000Z,,,,,,7000.0
MilestonePetitionUpdate,25698407,2020-02-04T04:28:26.000Z,,,,,,6000.0
MilestonePetitionUpdate,25694685,2020-02-03T13:32:09.000Z,,,,,,5000.0
MilestonePetitionUpdate,25692101,2020-02-02T21:39:39.000Z,,,,,,4000.0
MilestonePetitionUpdate,25689278,2020-02-02T07:15:44.000Z,,,,,,3000.0
MilestonePetitionUpdate,25688090,2020-02-01T22:50:36.000Z,,,,,,2500.0
MilestonePetitionUpdate,25379345,2019-11-20T13:12:03.000Z,,,,,,2000.0
MilestonePetitionUpdate,25337412,2019-11-11T18:18:14.000Z,,,,,,1500.0
MilestonePetitionUpdate,24635374,2019-05-30T20:10:55.000Z,,,,,,1000.0
MilestonePetitionUpdate,24612747,2019-05-25T21:23:51.000Z,,,,,,750.0
MilestonePetitionUpdate,24609951,2019-05-25T03:29:54.000Z,,,,,,500.0
MilestonePetitionUpdate,24608580,2019-05-24T19:10:23.000Z,,,,,,250.0
MilestonePetitionUpdate,24608256,2019-05-24T17:49:49.000Z,,,,,,200.0
StarterPetitionUpdate,24572545,2019-05-17T18:12:01.000Z,126 supporters? Holy Mackerel! (Pun Intended),"<p>This petition has gotten over 100 supporters. Now, we could get to 200 fast! Keep sharing everyone.  if you're a Johnny Depp fan like I am, then continue to sign and share this petition. The more supporters we get, the more this will gain the attention of Warner Brothers and DC, and they're sure to replace Amber Heard!</p>",,,,
MilestonePetitionUpdate,24481219,2019-04-27T22:16:08.000Z,,,,,,100.0
MilestonePetitionUpdate,24428136,2019-04-15T02:26:44.000Z,,,,,,50.0
MilestonePetitionUpdate,24396760,2019-04-08T00:49:41.000Z,,,,,,25.0
MilestonePetitionUpdate,24394786,2019-04-07T14:52:02.000Z,,,,,,10.0
MilestonePetitionUpdate,24394575,2019-04-07T13:53:15.000Z,,,,,,5.0
